id,summary,clean_skills
anne-pfeiffer-3803879,"Experienced Program Manager with a demonstrated history of working in sustainability, agriculture, and education. Skilled in strategic planning, multi-sector partnership development, grant writing, adult education and training, and program evaluation. Master of Science (M.S.) focused in Agriculture and Sustainability from University of Wisconsin-Madison.
certifications: 
courses: ","['10+ years of experience', 'Program Manager', 'Strategic planning', 'Multi-sector partnership development', 'Grant writing', 'Adult education and training', 'Program evaluation', 'M.S. in Agriculture and Sustainability, University of Wisconsin-Madison']"
noah-brunner-8631b1214,"I am a third year college student at the University of Wisconsin-Madison majoring in Political Science and Psychology and pursuing a Certificate in Criminal Justice. In the future I plan to continue after graduation to law school in order to pursue a legal career. I have extensive experience working in aquatic facilities, as well as knowledge of scientific research methods and experiment requirements. I am currently an aquatic lead at the Soderholm Family Aquatic Center at the Nicholas Recreation Center, in charge of pool maintenance. I also work with professional staff to hold large events such as swim meets at the pool.
certifications: 
courses: ","['College student at the University of Wisconsin-Madison, 3 years of experience', 'Majoring in Political Science and Psychology', 'Pursuing a Certificate in Criminal Justice', 'Plans to continue to law school after graduation', 'Extensive experience working in aquatic facilities', 'Knowledge of scientific research methods and experiment requirements', 'Aquatic lead at the Soderholm Family Aquatic Center at the Nicholas Recreation Center, in charge of pool maintenance', 'Work with professional staff to hold large events such as swim meets at the pool']"
sheri-starnes-52ab1a126,"I have 36 years of Customer Service experience, 20 of those years working in the Hospitality Industry; 16 years in Telecommunications. Helping to make other peoples lives happy and productive is my goal daily. Communicating with purpose and making it easy for people to do business are my greatest skills.
certifications: 
courses: ","['36 years of Customer Service experience', '20 years in Hospitality Industry', '16 years in Telecommunications', 'Communicating with purpose', 'Making it easy for people to do business']"
ashur-khan-mba-a3a36539,"Experienced Senior Compensation Specialist with a demonstrated history of working in the wireless industry. Skilled in Microsoft Excel, Financial Analysis, Communications, and Presentations. Strong operations professional with a Bachelor of Arts (B.A.) focused in English Language and Literature from Northern Illinois University.
certifications: 
courses: Abnormal Psychology, Career Planning, Chemistry, College Algebra, Environmental Biology, Fundamentals of Oral Communications, Geography of North America, Human Biology, Introduction to Education, Introduction to Psychology, Introduction to Sociology, Introductory Physics, Introductory Physics Laboratory, Psychology of Childhood & Adolescence, Rhetoric & Composition I, Rhetoric & Composition II, Topics in Mathematics, Trig and Elem Functions, United States History Since 1877, United States History to 1877, World Regional Geography, World Religions, Advanced Essay Composition, American Literature: 1960-Present, American Poetry Since 1900, Calculus I, Chaucer, English Novel Since 1900, Fundamentals of English Grammar, General Chemistry I, General Chemistry Lab I, Islam & Colonialism in Africa, Lifespan Development: Child-Adult, Lit Study: Research & Criticism, Literary Classics, Literature and Film, Shakespeare, Social Psychology, Structure of Modern English, Technical Writing, The American Novel, The Victorian Age, Elementary Arabic I, Elementary Arabic II, ","['10+ years experience', 'Microsoft Excel', 'Financial Analysis', 'Communications', 'Presentations', 'Bachelors of Arts in English Language and Literature']"
brian-navarro541,"Top-ranked sales professional recognized for contributions to record setting sales figures and new account development. I offer an in-depth understanding of the sales cycle process and remain focused on customer satisfaction throughout all stages. Experienced presenter, negotiator and closer.
certifications: 
courses: ","['Sales professional', 'Record-setting sales figures', 'New account development', 'In-depth understanding of sales cycle process', 'Focused on customer satisfaction', 'Experienced presenter', 'Negotiator and closer']"
stephen-vinci-3550b896,"Experienced sales consultant with a demonstrated history of leadership in the real estate and wireless industries.
certifications: 
courses: ",['Sales consultant with history of leadership in real estate and wireless industries']
elizabeth-ospalik,"I’m the type of person who is self-motivated and willing to acquire new skills. As a natural problem solver, I am efficient in solving issues effectively. I am hardworking and always willing to increase my knowledge with new information and ideas. Knowing this about myself, I find that I work best in an environment where others share my enthusiasm for new ideas. I thrive when working in teams, as well as independently, to complete new projects.
certifications: 
courses: ","['Self-motivated', 'Willing to acquire new skills', 'Natural problem solver', 'Efficient in solving issues effectively', 'Hardworking', 'Willing to increase knowledge', 'Works best in an environment with others who share enthusiasm for new ideas', 'Thrives when working in teams and independently']"
nathansamson,"To pursue a career in the field of cutting edge technology that will allow me to further develop and utilize my design, software, problem solving, and people skills. Designing and implementing technology is my passion.
certifications: Markforged University Certified Additive Expert Metal Certificate, Markforged University Certified Additive Expert Composites Certificate, 
courses: ","['Markforged University Certified Additive Expert Metal Certificate', 'Markforged University Certified Additive Expert Composites Certificate']"
tom-margoupis-20366332,"Over 20 years IT leadership experience focused on Software Development Project Management, COTS and Custom Application Implementations for Federal Government clients. Available for travel 50%. -Strong ability to analyze IT related problems and develop quick and efficient solutions -Major system conversions/integration projects -SDLC development and usage -PMO development, implementation & management -CFO for 3 small businesses -IVR and Web-based employee-facing applications for 700,000+ employees -Project Cost Estimation and Budgeting -Excellent written and verbal communication skills Specialties -Oracle 11 Financials -PMP Certification -CMMI Level 2 Appraiser -CMMI Level 2 & 3 practitioner -MS Project schedule development expert
certifications: 
courses: ","['Over 20 years IT leadership experience', 'Software Development Project Management', 'COTS and Custom Application Implementations', 'Federal Government clients', 'Available for travel 50%', 'Strong ability to analyze IT related problems and develop quick and efficient solutions', 'Major system conversions/integration projects', 'SDLC development and usage', 'PMO development, implementation & management', 'CFO for 3 small businesses', 'IVR and Web-based employee-facing applications for 700,000+ employees', 'Project Cost Estimation and Budgeting', 'Excellent written and verbal communication skills', 'Oracle 11 Financials', 'PMP Certification', 'CMMI Level 2 Appraiser', 'CMMI Level 2 & 3 practitioner', 'MS Project schedule development expert']"
johnston-michael-b0974349,"or New to LinkedIn? Join now
certifications: 
courses: ",[]
utsav-shah-88813757,"Hello, I am Utsav. An Industrial designer based in California. I am passionate about all the aspects of the design process, from research/design phase to 3D modeling to final photorealistic visualizations. I am highly motivated and focused designer who always strives to create better user experiences leading to a better future. Specialties: Transportation/Product Design | Alias Modeling | VRED Visualizations | VR experiences Portfolio Website: https://www.utsavshahdesign.com
certifications: 
courses: ","['Alias Modeling', 'VRED Visualizations']"
chandravaddamani,"With a 28 year career, with 2 decades of Project/Program Management experience, out of which 18 years were spent in the big 3 (General Motors, Ford, and Stellantis), I have had the good fortune to address many challenges, learn a lot from those challenges, get first hand lessons in Risk Management. I am one of the lucky ones who had the opportunity to manage projects in multiple environments for almost 2 decades. Right from initiation to delivery, I have managed projects with varying complexity, and had experienced smooth as well as bumpy rides in the process. What makes me a great fit for Project/Program Manager role is my comprehensive, all round experience where I can initiate the project, or pick up ailing projects from where they are and take them to closure. I have had to lead Gate Reviews to ensure all teams involved were ready when we had to deploy applications into Production environment. Having spent 2 decades in Project/Program Management, I am well versed with MS Office tools.
certifications: 
courses: ","['28 year career', '20 years Project/Program Management experience', '18 years in big 3 (General Motors, Ford, and Stellantis)', 'Managed projects from initiation to delivery', 'Experience with both smooth and bumpy project executions', 'Capable of initiating and rescuing ailing projects', 'Led Gate Reviews for application deployment', 'Proficient in MS Office tools']"
hassan-vaid-09b6b3133,"Passionate and results-oriented sales and marketing expert with nearly two decades of experience in diverse corporate and start-up environments
certifications: 
courses: ","['20 years of experience', 'Sales and marketing expert', 'Corporate and start-up environments']"
bhuvanesh-myneni-4831b3135,"I'm a hardworking and passionate individual has ability to design, develop, and deliver high-quality software solutions. Passionate about creating efficient and scalable applications that meet client requirements and enhance user experience. Possesses a deep understanding of object-oriented programming principles and extensive knowledge of Java frameworks, tools, and libraries.
certifications: 
courses: ","['Java frameworks, tools, and libraries', 'Design, develop, and deliver high-quality software solutions', 'Create efficient and scalable applications', 'Meet client requirements', 'Enhance user experience', 'Deep understanding of object-oriented programming principles']"
sandra-jack-ab56204,"Experienced Recruiter with both corporate and agency staffing background. Over 15 years of HR/Recruiting experience and 1 year of management experience. Specialties: Staffing, Recruiting, Retention
certifications: 
courses: ","['15+ years HR/Recruiting experience', '1 year management experience', 'Corporate and agency staffing background', 'Staffing', 'Recruiting', 'Retention']"
ilene-grant-75822611,"Experienced Associate General Counsel with a demonstrated history of working in the information technology and professional services industry. Skilled in Negotiation, Litigation Management, Corporate Compliance, Employment Law, Insurance and Risk Management.
certifications: 
courses: ","['Associate General Counsel', 'Info Tech and Prof. Services', 'Negotiation', 'Litigation management', 'Corp. compliance', 'Employment law', 'Insurance', 'Risk management']"
michelle-west-29329154,"Over 28 years of Fulfillment experience. Supervised Print departments, and managed dock and warehouse areas within Alight Solutions CSS organization. Specialized in Manual and Auto Kan Ban processes. Currently managing Client Analyst department, specializing in kit, people, and process management.
certifications: 
courses: ","['28+ years Fulfillment experience', 'Print department supervisor', 'Dock and warehouse manager', 'Manual and Auto Kan Ban processes', 'Client Analyst department manager', 'Kit, people, and process management specialist']"
john-judis,"I started my work experience at the age of 15 at Dairy Queen and was promoted to Assistant Manager after just two years. I was able to improve customer service, train new employees, and track inventory. In this position, I assisted in day-to-day operations for a large corporation at such an early stage of my professional career. In addition to my managing experience, I was also a server at Romano Mercato Inc. This experience emphasized the value of efficient teamwork within a workplace. My job required me to maintain the cleanliness of tables, provide excellent customer service to customers, and retain menu items and descriptions to ensure the best quality service. Both of these job experiences emphasized the importance of efficiency and problem solving within a company. Today as a student at Indiana University, I am involved heavily within my fraternity, Pi Kappa Phi. As Social Media Chair, member of the Standards Board, and member of the Philanthropy Committee, I am faced with challenges in many aspects and do my part in solving these problems. In the future, I hope to pursue a position in the field of Consulting within the healthcare industry. I believe my past experiences will enhance my ability to perform well in my future career.
certifications: 
courses: ","['3 years of experience', 'Assistant Manager, Dairy Queen', 'Server, Romano Mercato Inc.', 'Social Media Chair, Pi Kappa Phi', 'Standards Board member, Pi Kappa Phi', 'Philanthropy Committee member, Pi Kappa Phi']"
jeff-zimmermann,"Systems Analyst for Defined Contribution and Health plans. Extensive knowledge in Defined Contribution plans and in testing the graphical user interface used by customer service representatives and the websites the participants use to view their benefit programs. Led software and website testing teams in America and India to complete testing new or updated functionality for 401k’s and Health and Welfare plans.. Specialties: Defined Contribution Plans, IRAs, retirement investing
certifications: 
courses: Accounting, Finance, ","['Systems Analyst', 'Defined Contribution Plans', 'IRAs', 'retirement investing', 'Accounting', 'Finance']"
geoffrey-wilson-cia-cisa-5478923,"Experienced Audit Leader with a demonstrated history of working in the banking industry. Skilled in Information Technology, Financial Risk, Enterprise Risk Management, Internal Audit, and Analytical Skills. Well rounded professional with a Master of Business Administration (MBA) with a Finance Concentration from University of New Orleans.
certifications: 
courses: ",[]
rachel-cummings-0693a6149,"I started out working at Walgreens, I worked there for 3 years. While I was there I was promoted to Shift Lead where I took on manager responsibilities. Then I started working at SPC Credit Union, I stayed there for almost 2 years before I decided to move on to First Citizens Bank. I am currently employed with First Citizens, and going to school to earn my Associates in Business Administration with Accounting Specialty.
certifications: 
courses: ","['3 years experience at Walgreens as Shift Lead', '2 years experience at SPC Credit Union', 'Currently employed at First Citizens Bank', 'Pursuing Associates in Business Administration with Accounting Specialty']"
lizacuthbert,"Experienced and creative communications, marketing and strategic planning specialist with over 25 successful years implementing advertising, public relations, interactive and communications strategies for high-profile organizations.
certifications: Inbound Certification, 
courses: ","['25+ years of experience ', 'Communications, marketing, strategic planning specialist ', 'Advertising, public relations, interactive and communications strategies ', 'Inbound Certification']"
marie-athaide-a349799,"Structured finance attorney with more than ten years of experience representing issuers, underwriters and servicers in connection with securitizations of a variety of assets.
certifications: 
courses: ","['10+ years of experience', 'Representing issuers, underwriters, servicers ', 'Securitizations of various assets']"
lucas-shouse-54690136,"Taking a holistic approach for my clients; Specializing in Cash Flow management, M&A, Buy in and Outs, Equipment and Lending needs. I’m passionate about helping business owners navigate the different lending options available to them to provide a full spectrum approach to the business needs both current and future.
certifications: 
courses: Business Lending Certification Via RMA, ","['Cash Flow management, M&A', 'Buy in and Outs', 'Equipment and Lending needs', 'Business Lending Certification Via RMA']"
justin-white-470b5629,"MBA Graduate with 10+ years of professional finance and real estate experience. A proven record in financial analysis, risk management, real estate industry knowledge, financial modeling, working in cross functional teams, data analysis and credit memo’s. Extremely detail oriented with strong problem-solving and analytical skills, an ability to work under pressure, and an effective verbal and non-verbal communicator. Technical skills include Microsoft Office (Word, Excel, PowerPoint, Outlook), Moody’s, and market research
certifications: 
courses: ","['10+ years of finance and real estate', 'Financial analysis, risk management, real estate industry knowledge, financial modeling, cross functional teams, data analysis and credit memos', 'Detail oriented, problem-solving, analytical, worked under pressure, effective communicator', 'Microsoft Office (Word, Excel, PowerPoint, Outlook), Moody’s, and market research']"
mary-jean-tkach-jd-cpa-citp-cgma-07512410,"With a unique understanding of both technology and finance, I facilitate collaborative efforts between the two.
certifications: CPA, CGMA, CITP, COSO Internal Control, Executive Data Analytics, Peer Review, 
courses: ","['CPA', 'CGMA', 'CITP', 'COSO Internal Control', 'Executive Data Analytics', 'Peer Review']"
jolen-zeroski-04ba6a15,"I have been in the HOA Industry for over 23 years. I have served on 2 CAI Chapters Board of Directors as Treasurer for a total of 12 years. Currently serving on the CAI-CV board as Treasurer I have also served on numerous committees in several CAI Chapters. I am a trusted Financial Advisor for the CID industry.
certifications: Educated Business Partner, Certified Manager of Community Associations (CMCA), 
courses: ","['23+ years experience', 'Treasurer (12 years)', 'Board of Directors', 'Educated Business Partner', 'Certified Manager of Community Associations (CMCA)']"
dan-buchthal-015a7210,"Wealth API and business service leader. I manage several software development teams that create and support our API and back-end services for Defined Contribution and Defined Benefit Plan Administration. Within Agile I wear various hats, some PO, some technical PM, some RTE, some architect.
certifications: 
courses: ","['Software development team management experience', 'Agile methodologies (PO, PM, RTE, Architect)']"
lauriedoherty1,"PMP, PRINCE2, CSPO, CSM I am a multi-faceted and results-focused Senior Implementation and Automation SME with a deep understanding of conducting client consultations, determining the scope of projects, acquiring the necessary resources, and producing high-quality deliverables within given timelines. I am experienced in working with a rapidly-scaling organization, providing clear objectives and milestones to cross-functional teams, and optimizing workflows while reducing wasted resources and labor. I am an articulate and engaging communicator with the ability to present strategies and methodologies to key stakeholders and maximize satisfaction with solutions-based issue resolution and risk mitigation. I thrive while working with large quantities of data including analysis, validation, and integration into internal databases to assist with key decision-making. Project Methodologies: LEAN, Agile, Six Sigma, and SDLC Technology / Platforms: JIRA / Confluence / SharePoint, MS Project, MS Visio
certifications: Certificate of Strategy Execution, Certification, Lean Six Sigma Green Belt, Project Management Professional (PMP), Certification, Prince2 Project Management, Certifed Scrum Product Owner CSPO, Certified Scrum Master CSM, 
courses: ","['JIRA / Confluence / SharePoint', 'MS Project', 'MS Visio', 'LEAN, Agile, Six Sigma, and SDLC', 'Certificate of Strategy Execution', 'Certification, Lean Six Sigma Green Belt', 'Project Management Professional (PMP)', 'Certification, Prince2 Project Management, ', 'Certifed Scrum Product Owner CSPO', 'Certified Scrum Master CSM']"
harlowadrienne,"Flexible, detail oriented and hardworking with strong drive to succeed.
certifications: Insurance Agent (Insurance Producer), 
courses: ","['2 Certifications (Insurance Agent, Insurance Producer)', '1 Course']"
cheryl-lekan-69589246,"With an unwavering belief that a company’s success starts with its people, Alight Solutions is a leading cloud-based provider of integrated digital human capital and business solutions. Leveraging proprietary AI and data analytics, Alight optimizes business process as a service (BPaaS) to deliver superior outcomes for employees and employers across a comprehensive portfolio of services. Alight allows employees to enrich their health, wealth and work while enabling global organizations to achieve a high-performance culture. Alight’s 15,000 dedicated colleagues serve more than 30 million employees and family members. Learn how Alight helps organizations of all sizes. https://alight.com
certifications: 
courses: ","['Cloud-based provider of integrated digital human capital and business solutions', 'Leverages proprietary AI and data analytics', 'Optimizes business process as a service (BPaaS)', 'Delivers superior outcomes for employees and employers', ""Enriches employees' health, wealth and work"", 'Enables global organizations to achieve a high-performance culture', 'Serves more than 30 million employees and family members']"
reyes-mitchell-0a9040147,"Talented Manager with expert team leadership, planning and organizational skills built during successful career. Smoothly equip employees to independently handle daily functions and meet customer needs. Diligent trainer and mentor with exceptional management abilities and results-driven approach.
certifications: Google IT Support Specialization, 
courses: ","['Expert team leadership, planning, organizational skills', 'Google IT Support Specialization']"
ron-hansen-7a03508,"Top performing IT Project Manager/Senior Systems Analyst with over 30 years diverse project experience including large custom development projects, package implementation projects and supporting application teams. I have a proven ability to deliver large and complex technology projects utilizing in-house and external consulting resources. I posses extensive knowledge of the full system development lifecycle (SDLC) and have worked with both custom and package methodologies/software that support the SDLC process. My experiences include: requirements management, application assessments, vendor & contract management, test planning and management, application support, risk management, disaster recovery planning, release management, quality assurance, business intelligence/OLAP/ETL and data warehousing Specialties: Aix/UNIX Shell scripting. SFTP, FTP, SSH, PGP cryptographic privacy and authentication, GPG.
certifications: 
courses: ","['Over 30 years of experience', 'Supporting application teams', 'Managing large and complex technology projects', 'Aix/UNIX Shell scripting', 'SFTP', 'FTP', 'SSH', 'PGP cryptographic privacy and authentication', 'GPG', 'Extensive knowledge of SDLC', 'Custom and package methodologies/software that support SDLC', 'Requirements management', 'Application assessments', 'Vendor & contract management', 'Test planning and management', 'Application support', 'Risk management', 'Disaster recovery planning', 'Release management', 'Quality assurance', 'Business intelligence/OLAP/ETL', 'Data warehousing']"
j-michelle-kennedy-45472786,"Expertise in EHR, Medicare Meaningful Use Initiatives and Informatics as well as all aspects of Physician Office Management. Proven success managing multi-million dollar budgets.
certifications: 
courses: ","['EHR expertise', 'Medicare Meaningful Use Initiatives', 'Physician Office Management', 'Multi-million dollar budget management']"
cassandra-olague-msol-725a077,"Experienced bilingual professional with over ten years of combined real estate appraisal, compliance appraisal review, vendor / supplier management, and risk management knowledge. Implemented operational and administrative solutions for both small and large projects. Strengths include operations management, credit risk management, customer service, business process improvement, reporting, presentations, and budgeting. Strong professional with a Bachelor of Science focused on Business Administration / Management and Minor in Economics, from Cal State University of Los Angeles. Recent graduate of a Master of Science in Organizational Leadership, from University of Redlands. Seeking new opportunities and apply my organizational leadership practices to achieve the organization's program's short and long-term goals, and business needs
certifications: 
courses: ","['10+ years of experience', 'Real estate appraisal', 'Compliance appraisal review', 'Vendor/supplier management', 'Risk management', 'Operational/administrative solutions', 'Business Administration/Management BA', 'Economics Minor', 'Organizational Leadership MS']"
stevecohrs,"Experienced and motivated QA professional with many years of experience in Mobile, PC and STB platforms. Extensive experience with preparing and leading test projects across multiple platforms. Skilled in developing test plans, cases, and coordinating test execution. Capable of supporting both manual and automated test projects. Proficient in Agile, Iterative, and Waterfall software development life cycles. Outstanding verbal and written communication skills Able to translate complex solutions into easily understandable concepts. I have achieved many fast-track leadership roles and successful, on-time software releases. OS/Platforms: Windows, OSX, Unix, Linux, Android, iOS, Chrome, Edge, IE, Safari, Firefox Tools used: JIRA, BugZilla, TestRail, Appium, Android Studio, Xcode. Wireshark, Charles Proxy, Fiddler, Eclipse, Perforce, Bitbucket, Google Docs, Phabricator, Jenkins CI, TestRail. ⦁ Proven success in both leadership and remote roles and an expert in all things test documentation related. ⦁ 2 years of experience as a QA Manager with many previous years of technical QA leadership. ⦁ 10+ years of experience testing on all mobile platforms (Android, iOS, Windows Phone). ⦁ 6+ years of experience testing Smart TV and STB platforms (Android TV, Roku, Amazon Fire, Google Chromecast, and Apple TV). ⦁ 5+ years testing API and backend integration using proxies and logging applications. ⦁ 8+ years of experience testing multimedia encodings and media streaming. ⦁ 5+ years of experience with STB software, DVR, VOD playback, PDVR, Unicast/Multicast. ⦁ 3 years of moderate experience with using test automation tools and frameworks. ⦁ Expert in the analysis of functional and design specifications. ⦁ Strong and proven expertise in analytical, technical, and problem-solving skills.
certifications: 
courses: ","['10+ years of experience in mobile testing (Android, iOS, Windows Phone)', '6+ years of experience in testing Smart TV and STB platforms (Android TV, Roku, Amazon Fire, Google Chromecast, Apple TV)', '8+ years of experience in testing multimedia encodings and media streaming', '5+ years of experience in STB software testing (DVR, VOD playback, PDVR, Unicast/Multicast)', '5+ years of experience with API and backend testing', '3 years of experience in using test automation tools and frameworks', '2 years of experience as a QA Manager ', 'Experience with JIRA, BugZilla, TestRail, Appium, Android Studio, Xcode, Wireshark, Charles Proxy, Fiddler, Eclipse, Perforce, Bitbucket, Google Docs, Phabricator, Jenkins CI']"
ryan-mccalister-1a9b5263,"Experienced Director with a demonstrated history of working in the hospital & health care industry. Skilled in Budgeting, Operations Management, Microsoft Word, JCAHO, and Team Building. Strong professional graduated from California State University-San Bernardino.
certifications: 
courses: ","['Hospital & health care industry ', 'Director ', 'Budgeting ', 'Operations Management ', 'JCAHO', 'Team Building', 'California State University-San Bernardino graduate', 'Microsoft Word']"
robert-lee-55248719,"Experienced Operations Manager with a demonstrated history of working in the facilities services industry. Skilled in Budgeting, Operations Management, Facility Management (FM), Team Building, and Management. Strong information technology professional with a no focused in Electronic Engineering from Houston Community College.
certifications: 
courses: ","['Budgeting', 'Operations Management', 'Facility Management (FM)', 'Team Building', 'Management', 'Electronic Engineering']"
ramakanthdesani,"Engineering & Design, Sr. Specialist @ University of Chicago Digital Design Engineer @ Xerox Corporation Programmer Analyst @ Cognizant Technologies Masters in Electrical Engineering from Rochester Institute of Technology. Specialties: Digital Design, FPGAs for real time Image Processing.
certifications: 
courses: ","['Sr. Specialist, University of Chicago, Engineering & Design', 'Digital Design Engineer, Xerox Corporation', 'Programmer Analyst, Cognizant Technologies', 'Masters in Electrical Engineering, Rochester Institute of Technology', 'Digital Design', 'FPGAs', 'Real-time Image Processing']"
isabella-ramkissoon-b556b4212,"A current student at the University of Chicago who is excited to explore different career opportunities and internships related to research and data analysis
certifications: 
courses: ","['University of Chicago, Current Student', 'Research and data analysis']"
taylor-zaney-621018218,"Current Airport Access/ID Office Supervisor for the Allegheny County Airport Authority. Studying to complete Bachelors Degree in Applied Management.
certifications: Airport Certified Employee - Airport Trusted Agent, 
courses: ","['Airport Certified Employee', 'Airport Trusted Agent', 'Currently studying for Bachelors Degree in Applied Management', 'Years of experience not specified', 'Previous positions not specified', 'Software not specified']"
jessica-ruiz-arteaga,"I am a graduate with a Bachelor of Arts degree in Sport Management and a minor in coaching from Aurora University.
certifications: 
courses: ","['Bachelor of Arts in Sport Management', 'Minor in Coaching', 'Aurora University']"
daichao,"As a computational biologist and bioinformatician, I am experienced in multi-omics analyses, including RNA-seq, ChIP-seq, ATAC-seq, and CRISPR screen experiments. I am proficient in statistical modeling, python, R and BASH scripting, as well as workflow and version control tools such as snakemake and git. I have extensive experience working with linux based high performance computing environment and cloud computing environment such as AWS and google cloud. Having collaborated with wet lab scientists closely, I have gained hands-on experience with experimental protocols such as cell culture, RNA-seq, and NGS library preps. I am an effective scientific communicator with a strong ability to translate complex concepts and make them accessible to a variety of audiences. My prior experience in technology and consulting has equipped me with strong project management kills and ability to collaborate effectively with a diverse team environment. I am interested in opportunities in computational biology, bioinformatics (or similar positions) within the biotech, life sciences, and pharmaceutical industries.
certifications: 
courses: ","['Multi-omics analyses (RNA-seq, ChIP-seq, ATAC-seq, CRISPR screen experiments)', 'Statistical modeling', 'Python, R, Bash scripting', 'Snakemake, Git', 'Linux based high performance computing environment', 'Cloud computing environment (AWS, Google Cloud)', 'Cell culture, RNA-seq, NGS library preps', 'Effective scientific communication', 'Project management skills', 'Collaboration in diverse team environments', 'Biotech, life sciences, pharmaceutical industries']"
christopher-bloechl-3661513,"PhD Candidate with qualitative and quantitative research experience. Past research includes analyzing the usage of media (e.g., Facebook, radio), and field research in immersive, cross-cultural settings.
certifications: 
courses: ","['PhD Candidate', 'Qualitative and quantitative research', 'Analyzing media usage (Facebook, radio)', 'Field research in immersive, cross-cultural settings']"
philippuente,"Hardworking, creative, results-driven administrative professional with a passion for film, higher ed and nonprofit organizations.
certifications: Substitute Teacher, 
courses: ","['Hardworking, creative, results-driven administrative professional', 'Passion for film, higher ed and nonprofit organizations', 'Substitute Teacher certification']"
joshua-theisen-434b129,"Specialties: Biochemistry Eukaryotic Transcription Rett Syndrome
certifications: 
courses: ","['Biochemistry', 'Eukaryotic Transcription', 'Rett Syndrome']"
ava-polzin-978a0584,"Early career astrophysicist interested in too many things, including education, outreach, and furthering opportunities for young people on Pine Ridge Reservation, SD.
certifications: Certificate in Science Communication, Certificate of College Teaching Preparation, 
courses: ","['Certificate in Science Communication', 'Certificate of College Teaching Preparation']"
ellenalmirol,"Experienced researcher trained in epidemiology and biostatistics, with a demonstrated history with working in the hospital & health care industry. Skilled in HIV/AIDS, Data Analysis, and Research. Strong study design and data professional with a dual Masters in Public Health (Epidemiology) and in Medical Sciences from Boston University School of Public Health.
certifications: 
courses: ","['1+ years of experience', 'HIV/AIDS', 'Data Analysis', 'Research', 'Public Health (Epidemiology)', 'Medical Sciences']"
rocio-portal-b61947212,"Rising Sophomore at the University of Chicago majoring in Astronomy and Astrophysics and minoring in Human Rights. Interested in intellectual property law, the habitability of exoplanets, and the intersection between STEM and the legal industry. Current Staff Writer for the University of Chicago Law Magazine and sister of Alpha Omicron Pi with exceptional public speaking, writing, and research skills as a result of past and current job experiences.
certifications: Microsoft Office Specialist: Microsoft Excel 2016, 
courses: ","['Astronomy and Astrophysics', 'Human Rights', 'Staff Writer (University of Chicago Law Magazine)', '2 years of experience', 'Alpha Omicron Pi', 'Public Speaking', 'Writing', 'Research Skills', 'Microsoft Excel 2016']"
jelena-momirov-a2a404117,"I am a chemical biologist interested in developing new treatments and platforms to make drug discovery safer and more efficient. I started my PhD journey at Boston College in the Van Opijnen group developing new antimicrobial strategies to rapidly detect antibiotic resistant bacteria. I continued my PhD journey at UChicago in the Dickinson group working on cancer therapeutics by developing new protein engineering approaches for targeted prodrug activation. My previous research training was: 3 years in the Boger Lab at Scripps Research as a research tech performing bio assays and proteomics mostly in the cancer bio field and 3 years of my undergraduate research, in the Boulos Lab at BarryU, was dedicated to the synthesis of the small molecules for Parkinson's disease application. Recognized as a Top 30 NCAA Women of the Year in 2017, I am nominated based on my academics, athletics, community service, and leadership achievements during my undergraduate career. I am a proud student-athlete alumna and the captain of the Barry Rowing Team who was undefeated and National Champions in 2015 and 2016. As a retired rower, I am a team player who enjoys a collaborative research environment and have successfully worked with many scientists from many different fields at the BarryU, Scripps Research, BostonC and UChicago.
certifications: Healthcare Provider - CPR program certificate, 
courses: ","['PhD (Boston College, UChicago)', 'Research Technician (Scripps Research)', 'Experience in bioassays and proteomics', ""Undergraduate research in small molecule synthesis for Parkinson's disease"", '6 years of research experience', 'Top 30 NCAA Women of the Year (2017)', 'Captain of undefeated National Champion Barry Rowing Team (2015-2016)', 'CPR program certificate']"
ayomide-tikare-217b121a5,"Hi! My name is Ayomide and I am a senior at Barnard College. At Barnard, I am studying psychology and pursuing minors in Education Studies and Yoruba.
certifications: 
courses: ","['Senior at Barnard College', 'Studying psychology', 'Minors in Education Studies and Yoruba']"
cecilia-fontanesi,"Dance Performance, Dance Education, Dance/Movement Therapy, and Dance/Movement Research. https://ceciliafontanesi.com/
certifications: Protecting Human Research Participants, First Aid, Adult and Child CPR, Adult and Child AED, Sports Injury Prevention, 
courses: ","['Dance Performance, Education, Therapy, Research', 'Protecting Human Research Participants', 'First Aid', 'Adult and Child CPR/AED', 'Sports Injury Prevention']"
eileen-reyes-185bba5,"I am a motivated, experienced professional with over 20 years protecting and serving the community in two of the busiest cities in the country. I am confident with my exceptional interpersonal skills, strong integrity and calm demeanor in the face of unique challenges can add value to any business.
certifications: 
courses: ","['20+ years of experience', 'Interpersonal skills', 'Strong integrity', 'Calm demeanor', 'Los Angeles', 'New York', 'Experience protecting and serving the community']"
glenisson-de-oliveira-ph-d-28000a7,"Specialties: Academic administration, computational and theoretical chemistry research, science education
certifications: 
courses: ","['Academic administration', 'Computational and theoretical chemistry research', 'Science education']"
avery-bradley-b19182261,"Hello! My name is Avery Bradley and I am a second year Political Science major at Pasadena City College. I currently work as PCC's Student Trustee on the Board of Trustees and with the Associated Students Executive Board. I am hoping to build a career within Political Science, Law, and transfer to a 4 year university to enhance my educational journey.
certifications: 
courses: ","['Second year Political Science major at Pasadena City College', 'Student Trustee on the Board of Trustees at PCC', 'Member of the Associated Students Executive Board', 'Seeking a career in Political Science, Law', 'Plans to transfer to a 4 year university']"
