meta_industry,col,count
Services,Microsoft Excel 2007,1
Healthcare and Medical,Proven leadership and communication skills,1
Healthcare and Medical,Attention to detail,1
Healthcare and Medical,microsoft windows,1
Healthcare and Medical,sop,1
Healthcare and Medical,MS Project Server Scheduling Solution,1
Education and Training,Instructor of record for basic communication course,1
Financial and Investment,Enterprise Computing,1
Manufacturing,"Model deployment, distributed training and acceleration",1
Manufacturing,Customer service,3
Services,Internal sustainability,1
Services,Managing Organizational Change course,1
Healthcare and Medical,Clinical nursing care experience,1
Healthcare and Medical,"Board Certified, Psychiatric Mental Health Nurse",1
Manufacturing,GlobalMapper,1
Manufacturing,20 years Project/Program Management experience,1
Education and Training,Air Traffic Control Watch Supervisor certification,1
Education and Training,"Customer care representative, calling center",1
Education and Training,Collaborative,1
Education and Training,College of Science Senator,1
Real Estate and Construction,Construction Management,1
Services,Provided lead times when orders were forecast to complete for customers,1
Services,Forbes Top 50 Banks in America,1
Government and Public Policy,Collaboration,1
Healthcare and Medical,Cultivating and maintaining strong interpersonal relationships,1
Healthcare and Medical,Industry and academia experience,1
Education and Training,Optical spectroscopy,1
Financial and Investment,Employee relations,1
Transportation and Logistics,Lean Six Sigma Green Belt Certification,1
Education and Training,Interdisciplinary Education,1
Manufacturing,White space identification,1
Manufacturing,Large marketing company,1
Healthcare and Medical,Allscripts V11,1
Healthcare and Medical,"Python, SQL, Matlab, Linux, XML, Protobuf, AWS, Latex, Jupyter, HTML, Java, C++, Adobe Creative Suite, Mediawiki",1
Healthcare and Medical,Hospital & health care industry experience,1
Services,Risk management,1
Services,Managing Conflict in the Workplace course,1
Services,Order Selector,1
Manufacturing,Software development lifecycle,1
Manufacturing,QGIS,1
Manufacturing,Federal Government,1
Education and Training,Looking for opportunities for personal and professional growth,1
Education and Training,Software/Hardware Engineering Internship,1
Education and Training,Teacher,4
Education and Training,The Cybersecurity Threat Landscape (2019),1
Media and Entertainment,Led teams of crew and artists to successful and joyful performances,1
Real Estate and Construction,3+ years of experience in IT telecommunication,1
Real Estate and Construction,Opera,1
Real Estate and Construction,1) 10 years Real Estate Industry,1
Real Estate and Construction,"UltiPro Core, Time & Attendance, Fusion, Workforce",1
Miscellaneous,Accounting,2
Services,Positive mindset,1
Services,Computer information system (CIS) minor,1
Healthcare and Medical,Research Scientist,1
Healthcare and Medical,Data Analyst,1
Healthcare and Medical,"Secured over $100,000 in independent research funding",1
Healthcare and Medical,Software techniques,1
Healthcare and Medical,Client facing relationships with senior scientific and financial leadership,1
Education and Training,Google,1
Services,CareManager,1
Technology,Operating Systems,4
Manufacturing,Global Supply Chain Management,1
Healthcare and Medical,Customer Service (1 year),1
Services,Certified Wellness Program Coordinator - Chapman Institute,1
Services,Digital Advertising with Customer Data,1
Services,Software not specified,1
Education and Training,Adobe Creative programs,1
Real Estate and Construction,Adapts to change quickly,1
Services,Work experience in IT as an intern with Total Quality Logistics,1
Real Estate and Construction,Event Floral Design Internship,1
Real Estate and Construction,Energetic and bubbly personality,1
Education and Training,Pediatrics,1
Healthcare and Medical,"Problem Solving, Adaptability & Resilience",1
Healthcare and Medical,"Interpersonal, self-motivated, resourceful, creative, adaptable, team-oriented, open-minded, and innovative",1
Healthcare and Medical,Integrative Genomics,1
Healthcare and Medical,Private and Public Sector Vaccine Purchases,1
Retail and Consumer Goods,Production,1
Miscellaneous,"FRC Lead Mentor, Mech Tech 3959",1
Healthcare and Medical,"SHRM - Certified Professional (SHRM-CP)', ""Master's degrees in Legal Studies, Business, and Corporate Law, and Business Administration""",1
Services,Human Resources Consultant and Business Support Manager for Bank of America,1
Education and Training,Pure Mathematics minor,1
Education and Training,Principles of Management (graphic novel textbook),1
Education and Training,Training transfer,1
Education and Training,"Student Assistant, University of North Texas",1
Real Estate and Construction,Residence,1
Real Estate and Construction,Hybrid Project Management Certification,1
Technology,Email Fax TIF files,1
Services,Exceptionally high standards,1
Real Estate and Construction,20 hours per week,1
Services,"Drove comprehensive programs to ensure the company meets its goals of attracting, developing, and retaining key talent while being fiscally responsible",1
Services,Lighting,1
Education and Training,Continuous skills and knowledge expansion,1
Healthcare and Medical,Netsuite,1
Healthcare and Medical,Advanced Customer Service Technology Systems,1
Healthcare and Medical,17+ years of experience,1
Healthcare and Medical,Experience in scientific writing,1
Healthcare and Medical,Certified Verified Peer Reviewer (unspecified year),1
Healthcare and Medical,27+ years experience in Pharmaceutical Industry,1
Services,Excellent interpersonal and coaching skills,1
Education and Training,"Bachelor of Arts in Human Communication, Master of Arts in Elementary Education",1
Technology,CIAT,1
Healthcare and Medical,5 years CMS surveying experience,1
Services,Assuring kitchen sanitation,1
Manufacturing,Enhance user experience,1
Education and Training,In-depth Research,1
Education and Training,Individual Research,1
Technology,AT&T Conference Call,1
Services,Excellent computer skills,1
Services,Contractors,1
Real Estate and Construction,8) Human Resources,1
Miscellaneous,Google Slides,1
Miscellaneous,IATF 16949,1
Services,Digital Ad Fraud Prevention and Verification,1
Education and Training,Passion for exceptional patient care,1
Government and Public Policy,Classroom teacher,1
Healthcare and Medical,Project development and implementation,1
Healthcare and Medical,EdApp Communication in Project Management Certification,1
Healthcare and Medical,Deviation Management,1
Healthcare and Medical,New procedure development,1
Services,Caregiver,1
Technology,Security +,2
Technology,Personnel management,1
Manufacturing,4 Countries Recruited for (Latin),1
Healthcare and Medical,Introduction to Operating Systems,1
Healthcare and Medical,Udemy CompTIA Security +,1
Healthcare and Medical,Allscripts,2
Healthcare and Medical,Splunk Cloud Administration,1
Healthcare and Medical,"Systems, Policy & Procedure Development",1
Manufacturing,Danone Marketing University,1
Manufacturing,Organizational Behavior,1
Education and Training,Academic administration,1
Real Estate and Construction,LEED Green Associate certification preparation,1
Real Estate and Construction,OSHA 30 certification,1
Services,Interaction and motivation skills,1
Education and Training,Science Teacher,1
Financial and Investment,Web management,1
Miscellaneous,SQL Server Management,1
Services,Customer business development,1
Education and Training,"Strong work ethic, competitive drive, and positive mindset",1
Education and Training,Nursing Education,2
Healthcare and Medical,NMR,1
Healthcare and Medical,"Genomic Data Science Specialization, Machine Learning",1
Healthcare and Medical,"Intern, Medtronic (2019)",1
Education and Training,Team Building,2
Financial and Investment,30 years of experience,1
Manufacturing,Report management,1
Services,Performing clerical work,1
Services,17+ years as Production Supervisor,1
Manufacturing,"Catia V5/ V6, SAP / Team Center, PLM systems",1
Education and Training,"Member of multiple campus organizations, holding leadership roles",1
Education and Training,Big Data Analytics,2
Education and Training,Safe Handling of Stable Chemical Compounds,1
Media and Entertainment,Creative and strategy-focused,1
Education and Training,Felician Sister,1
Real Estate and Construction,Thrives in high pressure and challenging working environments,1
Services,Value Engineering,1
Miscellaneous,ISO 9001-2105,1
Services,National Sales Management (Director),1
Services,Microsoft Word 2013,1
Real Estate and Construction,Machine Learning,1
Education and Training,Strategic planning and organization expert,1
Healthcare and Medical,"cGMP documentation, change control, project management, Technical writing, batch record review, shop floor audits, batch release in SAP, product impact assessments, team leadership, and downstream purification operations (sterile boundary)",1
Healthcare and Medical,Product marketing,1
Healthcare and Medical,Analytical Scientist (position),1
Healthcare and Medical,"Captain, United States Army (2015 - Present)",1
Education and Training,Vector-virus-plant interactions,1
Education and Training,Organizational Leadership Capstone,1
Manufacturing,Campaign management,1
Manufacturing,financial analysis,1
Healthcare and Medical,Passionate about preventative medicine,1
Healthcare and Medical,Critical Thinking,1
Manufacturing,Certified Safe 4 Product Owner/Product Manager,1
Manufacturing,Finance & Supply Chain Management,1
Manufacturing,FRACAS,1
Manufacturing,MS Excel,2
Manufacturing,Macroeconomics,1
Manufacturing,COTS and Custom Application Implementations,1
Manufacturing,Project Management Professional (PMP)® certification,1
Education and Training,Air Force Air Traffic Controller (10 years),1
Education and Training,Tax associate (PwC),1
Education and Training,Malware Explained,1
Education and Training,AK Law License,1
Real Estate and Construction,Civilian sector experience,1
Services,Planning/implementing proactive procedures and systems,1
Services,Media Planning/Buying,1
Education and Training,Clinical Research,2
Government and Public Policy,"JSP, Servlets, Struts, HTML, XML, Hibernate, AJAX, Java Beans, SPRING",1
Healthcare and Medical,Primary care,1
Healthcare and Medical,Collaboration in a team environment,1
Healthcare and Medical,7+ years of experience,1
Healthcare and Medical,Hydrophobic interaction chromatography (HIC),1
Retail and Consumer Goods,Reputation as experienced professional in HR leadership,1
Education and Training,Signal analysis and processing,1
Manufacturing,Business Process Analysis,1
Healthcare and Medical,Health Promotion and Disease Prevention (undergraduate),1
Healthcare and Medical,Medseek Patient Portal,1
Healthcare and Medical,BLS ,1
Services,Social Media Marketing & Engagement,1
Manufacturing,Mainframe ,1
Manufacturing,11 years of experience,1
Manufacturing,Information Technology,1
Manufacturing,Warranty,1
Education and Training,Critical theory viewpoint,1
Education and Training,Epidemiology (500 level),1
Services,Multitasking,4
Real Estate and Construction,Over 10 years of experience,1
Miscellaneous,Public Speaking,1
Services,National advertising budget,1
Real Estate and Construction,Introduction To Well Servicing (Certification),1
Real Estate and Construction,Neural networks with TensorFlow and Keras,1
Services,3+ years of experience,3
Services,EMR Enduser,1
Manufacturing,Workday,1
Healthcare and Medical,PC Touch,1
Services,Quickbooks,2
Manufacturing,$25M mishap investigation direction,1
Education and Training,Retail business and e-commerce domain knowledge,1
Education and Training,"Writing Center Tutor, University of North Texas (unknown duration)",1
Real Estate and Construction,10+ Years of Experience,1
Services,"Management, Sales, Marketing, and Advertising skills",1
Real Estate and Construction,"California Western Juris Doctorate, 2019",1
Miscellaneous,Certified Internal Auditor,1
Services,7UP,1
Services,Wonderful Pistachios & Almonds,1
Healthcare and Medical,Can-do,1
Healthcare and Medical,GPC,2
Healthcare and Medical,Industrial & Medical Gases,1
Healthcare and Medical,Supporting organization and company goals,1
Healthcare and Medical,FT-IR,1
Healthcare and Medical,Human Resources,1
Education and Training,MindSet Safety Management Training,1
Miscellaneous,Sencha Architect,1
Technology,Microsoft Azure,1
Technology,CISSP,2
Healthcare and Medical,Physician Assistant (Years of Experience not specified),1
Services,An Intro to Architecture,1
Manufacturing,"Basis of estimate document analysis, proposal audit support and proposal process flow",1
Manufacturing,MS Visio,1
Services,"Negotiated pricing, freight, and payment terms",1
Education and Training,C/C++,2
Education and Training,Investments,1
Real Estate and Construction,Personnel training and program implementation,1
Miscellaneous,Discipline,1
Services,Sales and marketing leader with distribution channels experience,1
Government and Public Policy,Ability to perform at a high level,1
Healthcare and Medical,Healthcare industry contribution,1
Healthcare and Medical,Circular Dichroism (CD),1
Healthcare and Medical,scanners,1
Retail and Consumer Goods,Trend Analysis,1
Education and Training,Nearpod,1
Education and Training,Fellow of the Acoustical Society of America (ASA),1
Education and Training,Grassland and rangeland systems,1
Healthcare and Medical,Nursing Skills ,1
Manufacturing,Self-starter,1
Manufacturing,Training & User Education,1
Manufacturing,Production schedule Management,1
Healthcare and Medical,Labor and Delivery nursing,1
Manufacturing,"Senior Business Operations Analyst, BAE",1
Manufacturing,CCA design,1
Services,Chef at 50-seat Italian restaurant in New Hampshire (years of experience not specified),1
Services,"10-hour shifts, 5 days a week, $10.00/hour",1
Manufacturing,Brand Leadership Institute (24-week executive coaching course),1
Education and Training,Responsible position,1
Education and Training,Extensive knowledge of print and digital media and strategic communications,1
Services,Trouble-shooting,1
Services,POM Wonderful,1
Government and Public Policy,Java Web Services development,1
Healthcare and Medical,Postdoctoral research prize from McGill University,1
Healthcare and Medical,Ph.D. scholarship grant from the Netherlands Fellowship Program (NFP),1
Transportation and Logistics,Established an OSHA-compliant environment,1
Education and Training,Integral and Differential Calculus,1
Education and Training,Believes in lifelong learning and continuous education,1
Education and Training,Statistical Data Analysis,1
Miscellaneous,Production Supervisor with experience in the machinery industry,1
Technology,Deadline-oriented,1
Manufacturing,Event Planning,1
Healthcare and Medical,Perioperative nurse,1
Healthcare and Medical,"Registered Nurse, Arizona (multi-state) & California  ",1
Services,Spotless driving record,1
Services,24 years of experience,1
Manufacturing,5+ years Technical Writing and Editing,1
Manufacturing,Resourceful Program Manager,1
Education and Training,"PhD Candidate, Data Science",1
Real Estate and Construction,Certifications,1
Services,Team Management & Coaching,1
Healthcare and Medical,Implementation of tactical sales plans for products generating over $1.0B in revenue,1
Healthcare and Medical,Covalent labeling,1
Healthcare and Medical,"Project Coordinator, Merck, Vaccines",1
Healthcare and Medical,Trial and program management,1
Education and Training,General Ledger,1
Manufacturing,Supply Chain Management,1
Healthcare and Medical,Military Modeling and Simulation,1
Healthcare and Medical,CPR/AED/First Aid,2
Manufacturing,Environmental Sustainability and Development Economics,1
Manufacturing,SAP BW/BI Implementations (Functional and Technical),1
Manufacturing,Stop the Bleed,1
Education and Training,The Definitive Drucker,1
Education and Training,Technical Writing,4
Services,Inside Sales Representative,1
Education and Training,"Management II, University of Michigan Business School",1
Real Estate and Construction,Strategic Planning,2
Real Estate and Construction,"Peoria, Illinois",1
Real Estate and Construction,"Masters of Science in Public Relations and Corporate Communications, New York University",1
Services,5 years HR experience,1
Services,Seeking Software Developer position,1
Education and Training,Event and travel planning,1
Healthcare and Medical,Former Pandemic Coordinator and School Safety Coordinator.,1
Healthcare and Medical,Energetic and ambitious self-starter,1
Healthcare and Medical,Commercial excellence,1
Education and Training,Magnetic materials (e.g. multiferroics),1
Education and Training,Molecular beam,1
Education and Training,RA Team at University of Nebraska-Lincoln,1
Education and Training,"Studying sexuality, gender, religion, sexual minority health disparities",1
Education and Training,30+ years experience,2
Healthcare and Medical,7+ years in pediatric nursing,1
Services,PointClickCare EHR,1
Technology,QA Manager (5 years),1
Manufacturing,High energy and outgoing,1
Manufacturing,Project Quality Management,1
Services,"Core College Change Management - Bank of America Global Technology and Operations University, 2021",1
Services,Lean Six Sigma,1
Manufacturing,Managed C-Level Director,1
Manufacturing,Strong ability to analyze IT related problems and develop quick and efficient solutions,1
Education and Training,CPR/First Aid,1
Education and Training,Developmental Psychology,1
Education and Training,Anatomy and Physiology,1
Healthcare and Medical,Enthusiasm,1
Government and Public Policy,Target,1
Healthcare and Medical,MS Access,1
Healthcare and Medical,"BS in Mechanical Engineering, Drexel University",1
Healthcare and Medical,Published 5 peer-reviewed articles in scientific journals,1
Healthcare and Medical,Cancer epigenetics/immuno-oncology,1
Healthcare and Medical,Fluent in English and Spanish,2
Education and Training,"Associate Professor, University of Nebraska, Lincoln",1
Miscellaneous,VPN Client installation and support,1
Financial and Investment,Computer Proficient (Unspecified Years),1
Manufacturing,Growth Management,1
Manufacturing,Project Management Techniques,1
Healthcare and Medical,7+ years CNA experience,1
Healthcare and Medical,5+ years of collegiate athletics and leadership experience,1
Services,Drawing and design,1
Services,Manufacturing & Logistics recruitment expertise,1
Manufacturing,Baseball card collector,1
Manufacturing,Marketing Agricultural Products,1
Education and Training,Former board chair of the National Kidney Foundation,1
Education and Training,PLX tools,1
Real Estate and Construction,Graduating May 2022,1
Real Estate and Construction,Civil Engineering degree from Cornell University,1
Real Estate and Construction,Customer service and hospitality background,1
Real Estate and Construction,Multiple programming languages proficiency,1
Real Estate and Construction,Essential of Mindfulness and Compassion Certification,1
Technology,Key Account Relationship Development,1
Real Estate and Construction,"5 years experience performing limit scope operational and compliance audits on electric, gas, and water & sewer utility companies",1
Services,Highly organized and detail-focused,1
Real Estate and Construction,"Public Relations w. Minor in Marketing, Hampton University",1
Services,Mortgage Lending,2
Healthcare and Medical,ADV Adj & Soc Relations,1
Miscellaneous,Bachillerato in Accounting and Management,1
Services,Extensive background in finance and accounting,1
Services,"Stocking shelves, on hand changes, ordering, inventory management",1
Government and Public Policy,Microsoft Office,1
Healthcare and Medical,"""University of Nebraska-Lincoln, Bachelor's in Biological Systems Engineering, Biomedical Engineering emphasis"", 'Associate Scientist, Biological Research and Development at Merck",1
Healthcare and Medical,Synthesis of gold nanoparticles,1
Healthcare and Medical,LSS Yellow Belt,1
Healthcare and Medical,graphics software,1
Retail and Consumer Goods,Computer savvy,1
Education and Training,Object Oriented Programming,2
Education and Training,Head of Production,1
Education and Training,Management of plant viruses through vector management,1
Healthcare and Medical,"Compensation, training, diversity, change management, employee relations, organizational engagement",1
Healthcare and Medical,Microbiology ,1
Technology,"Engineering Technologist, ASN Corporation",1
Healthcare and Medical,Communication and Relationship Building,1
Healthcare and Medical,Neuro-Linguistic Programming (NLP),1
Services,Proficient at recruiting processes,1
Manufacturing,Reports all events and anomalies,1
Manufacturing,Product packaging,1
Manufacturing,Finite element analysis,1
Manufacturing,Electrical/systems engineer,1
Services,Publisher,1
Manufacturing,Economics of Labor Relations,1
Education and Training,Teaching Assistant,1
Real Estate and Construction,Power systems,1
Real Estate and Construction,"BA, English and Philosophy, The University of Massachusetts at Dartmouth",1
Real Estate and Construction,Bachelor of Science from Syracuse University,1
Government and Public Policy,Anger management,1
Healthcare and Medical,Regulated environment,1
Healthcare and Medical,Leadership of high profile cross-functional teams,1
Healthcare and Medical,Advertising,1
Healthcare and Medical,"Point Representative, Veterans Administration Account",1
Healthcare and Medical,Metrohm,1
Healthcare and Medical,"Volunteer Emergency Medical Technician, Harrisonburg Rescue Squad",1
Healthcare and Medical,"Production supervisor, manufacturing (200 employees)",1
Healthcare and Medical,17 months of perfect attendance,1
Retail and Consumer Goods,Good listener with an open mind,1
Healthcare and Medical,Biomedical Research certification,1
Healthcare and Medical,10+ years experience ,1
Healthcare and Medical,Nursing Health Alterations ,1
Healthcare and Medical,Nursing Pharmacology ,1
Services,Recruiting professional for Fortune 500 organizations,1
Transportation and Logistics,On-boarding,1
Financial and Investment,Lending solutions,1
Education and Training,PHR®,1
Technology,News Writing,1
Manufacturing,Meeting planning,1
Manufacturing,Management Consulting,1
Education and Training,TRIRIGA,1
Education and Training,"Higher Education experience', ""Aspiring Master's degree in Library Science with a concentration in Youth Librarianship"", 'Seeking a Library Assistant position",1
Education and Training,"MS in Library Science, University of North Texas, 2010",1
Education and Training,"Faculty, Indiana University, University of North Texas",1
Technology,Continuously elevates company reputation,1
Real Estate and Construction,Construction,1
Real Estate and Construction,C++ Programming course,1
Real Estate and Construction,Full cycle in-house payroll,1
Financial and Investment,Relationship-building and reputation management,1
Miscellaneous,slab defect inspection/remediation,1
Services,Intro to Java,1
Education and Training,3 years of management experience,1
Healthcare and Medical,Dietician,1
Healthcare and Medical,bottom-up proteomics,1
Healthcare and Medical,Data management,1
Technology,Regulatory compliance,1
Manufacturing,"Production Manager, Business Analyst",1
Manufacturing,Launch planning,1
Healthcare and Medical,"ACLS, BLS', ""Bachelor's degree in Nursing""",1
Healthcare and Medical,Vital signs,1
Services,Strong motivation,1
Manufacturing,Graduated University of Pittsburgh,1
Education and Training,SQL for Data Analysis certification,1
Education and Training,Medical Sociology,1
Technology,"Contract Negotiation, Renewal",1
Technology,Proposal Development,1
Technology,Meets and exceeds multi-million-dollar quotas,1
Real Estate and Construction,DAWIA Facilities Engineering Level III,1
Services,Forecasting,2
Services,Internal Audit,1
Services,Electrical,1
Healthcare and Medical,NAMSS Certified Provider Credentialing Specialist (CPCS),1
Real Estate and Construction,"Aspiration for Event field work (large events, Coachella and EDC)",1
Healthcare and Medical,Cornerstone,1
Healthcare and Medical,Document/SOP revision and creation,1
Healthcare and Medical,PyMOL,1
Retail and Consumer Goods,District Manager (2023 - present),1
Technology,"Customer Service, Event Coordination, Communication, Risk Management/Analysis, CyberSecurity policies/processes",1
Healthcare and Medical,Epic Clinical Informaticist,1
Healthcare and Medical,"Four Seasons Biltmore, In-Room-Dining Coordinator",1
Healthcare and Medical,Organized,1
Healthcare and Medical,Passion for caregiving,1
Manufacturing,ENVI,1
Services,Willing to move and learn new processes,1
Education and Training,Education-driven research and data collection,1
Education and Training,Documentum Application analysis and issue resolution,1
Services,Travel/Meeting Coordination,1
Real Estate and Construction,"Managing, motivating, and training individuals",1
Financial and Investment,Analytical problem-solving,1
Services,B2B Sales,1
Services,"National Broker Management (VP, Director)",1
Government and Public Policy,"Java, J2EE, J2SE technologies",1
Healthcare and Medical,Experienced Pharmacist ,1
Healthcare and Medical,4 years experience,2
Retail and Consumer Goods,Committed to learning and improvement,1
Retail and Consumer Goods,Hardworking and dedicated team leader,1
Services,Vice President/Controller in the healthcare industry,1
Manufacturing,Budget administration,1
Healthcare and Medical,Flowcast,1
Healthcare and Medical,1+ year experience as a Talent Advisor at Scripps Health,1
Manufacturing,Strategic Consulting,1
Manufacturing,"Oracle Financials (General Ledger, Fixed Assets, Accounts Payable, Accounts Receivable, Cash Management, Oracle Manufacturing Costing)",1
Manufacturing,Troubleshooting system issues,1
Manufacturing,Managing department budget and staff as well as cross-functional teams,1
Manufacturing,SQL,1
Manufacturing,Bachelor of Science,1
Manufacturing,Leadership Basic Qualification,1
Manufacturing,Ogilvy Social-Media Marketing Webinar Series,1
Manufacturing,"Body-in-white, glass, plastic, weather strips, harness routing, rubber parts",1
Education and Training,Sport consultation sessions with teams in the DFW area (subject unclear),1
Education and Training,Curriculum and content creation,1
Technology,Effective Communication,1
Services,Vistar,1
Services,United States Army Reserves,1
Services,TWIC Certified,1
Miscellaneous,Travel & Expenses,1
Services,System security architecture,1
Education and Training,Theoretical knowledge and hands-on clinical experience,1
Government and Public Policy,Developing opportunities,1
Healthcare and Medical,Urology,3
Healthcare and Medical,Managed several successful launches,1
Healthcare and Medical,Learning Minitab,1
Healthcare and Medical,"Experienced researcher (obesity-related insulin resistance, type 2 diabetes)",1
Healthcare and Medical,"Utilizes lean tools to perform data analysis focused on understanding capacity, demand, schedule, operational and facility requirements",1
Retail and Consumer Goods,Ethan Pham,1
Education and Training,Business research,1
Financial and Investment,Federal Department of Transportation Accident Investigator (Unspecified Years),1
Manufacturing,Account Management,2
Manufacturing,IssueTrak CRM,1
Manufacturing,~9 Years of Experience,1
Manufacturing,10+ years FMCG & Retail experience,1
Healthcare and Medical,Post-partum nursing,1
Healthcare and Medical,Diversity Awareness Certificate,1
Services,Benefits course,1
Services,Experience supporting managers and franchisees,1
Manufacturing,Enterprise IT,1
Manufacturing,"Design, develop, and deliver high-quality software solutions",1
Education and Training,Food & beverage manufacturing,1
Services,Love for people and helping others,2
Real Estate and Construction,SC987 - Pumping Station at Patapsco Wastewater (~$17mill),1
Miscellaneous,Perform vital signs,1
Miscellaneous,Multi-tasking,1
Miscellaneous,IATF 16949-2016,1
Services,FSSC 2000 Lead Auditor training,1
Healthcare and Medical,People management,1
Healthcare and Medical,Laboratory setting,1
Retail and Consumer Goods,In-house legal professional,1
Retail and Consumer Goods,Merchandise Planning,1
Healthcare and Medical,CPR ,1
Services,Healthcare IT Consultant,1
Manufacturing,Business Development and Partnerships,1
Manufacturing,Advocacy,1
Services,Employment Law course,1
Services,Workplace culture change,1
Manufacturing,CompTIA Security+,2
Manufacturing,NEC 1571,1
Manufacturing,Excellent written communication,1
Manufacturing,VRED Visualizations,1
Education and Training,Health and Social Consumer Care,1
Real Estate and Construction,Construction Quality Management (Contractor Side),1
Services,"Media and brand strategy development, implementation across traditional and digital media",1
Services,Agency Performance and SOW Management,1
Services,"250K added to profit through audits, reviews, and procedural improvement recommendations",1
Services,Talent management,1
Real Estate and Construction,Regression Analysis,1
Services,4 years in underwriting/credit analysis,1
Healthcare and Medical,Managed care,1
Healthcare and Medical,BLS and EMT certifications ,1
Healthcare and Medical,Membrane Physiology,1
Healthcare and Medical,Analytical/Biophysical characterization ,1
Healthcare and Medical,"Merck & CO, Pennsylvania, US",1
Education and Training,Field work in streams,1
Miscellaneous,Mill representative for a steel producer,1
Financial and Investment,Consumer and Business client servicing,1
Technology,Google Analytics Academy,1
Manufacturing,PEO Operations,1
Manufacturing,"Finance, Accounting",1
Manufacturing,Repair of AirSims,1
Manufacturing,Infrastructure,1
Manufacturing,Warranties and accessories enthusiast,1
Education and Training,"JC Penney', ""Macy's"", 'Pet Smart",1
Education and Training,6-12 US and World History,1
Services,M&A – due diligence to integration,1
Education and Training,Experience in Operating Room and Labor and Delivery,1
Government and Public Policy,"OOP, JDBC, JMS, Multi-Threading, Data structure with algorithm",1
Government and Public Policy,Attention to detail,1
Healthcare and Medical,Represents product lines,1
Healthcare and Medical,Data Mining II,1
Manufacturing,Payroll management,1
Education and Training,"HP Commercial Desktops, Workstations and Notebooks Service Qualification certification",1
Healthcare and Medical,"CPR, PALS, Certified Pediatric Nurse certifications",1
Technology,AC electrical design / support,1
Technology,Technical Support Fundamentals,1
Manufacturing,Team Leader,1
Manufacturing,Insights,1
Manufacturing,Loves traveling the world and trying new foods,1
Manufacturing,Managing Projects Virtual Teams,1
Healthcare and Medical,"OSHA compliance, guidelines, and record keeping",1
Healthcare and Medical,Computer Fundamentals,1
Healthcare and Medical,Advanced Cardiovascular Life Support Experienced Provider (ACLS),1
Healthcare and Medical,IV Authority,1
Manufacturing,Test,1
Services,Training / Development,1
Services,Director in the hospital & healthcare industry,1
Education and Training,Bootstrap4,1
Education and Training,"Started a small business, gained customer service experience",1
Real Estate and Construction,Art,1
Real Estate and Construction,Experience in hardware internet troubleshooting,1
Financial and Investment,"Analyst II, Secondary Marketing, Lake Michigan Credit Union",1
Services,Enabled year-over-year growth,1
Healthcare and Medical,Expertise in contract development & negotiations,1
Healthcare and Medical,Strong academic track record,1
Healthcare and Medical,Supply Chain,1
Retail and Consumer Goods,Enthusiastic team player,1
Manufacturing,Intro to Adobe Photoshop and Illustrator (Photoshop Illustrator Unleashed),1
Education and Training,3rd year student at the University of Nebraska - Lincoln,1
Manufacturing,Calculated risk-taker,1
Healthcare and Medical,"MPH, San Diego State University",1
Healthcare and Medical,Patient Health Counseling,1
Manufacturing,Post Production Support,1
Manufacturing,"Advanced warfighting training provider', ""$11B partnership creation with Finland's government"", ""40-year partnership with Finland's government"", 'F-18/F-35 fighter jet fleet",1
Manufacturing,Deployment and managing services on both azure and was,1
Education and Training,Inventory Management,1
Education and Training,"Drawing, playing soccer, watching sports",1
Services,Inventory control,1
Real Estate and Construction,"MBA, University of New Mexico",1
Miscellaneous,EKG,1
Miscellaneous,First Aid,1
Miscellaneous,Willingness to learn company culture and work in a team to improve quality of service,1
Services,Special K,1
Real Estate and Construction,Notary Public certification,1
Government and Public Policy,Gaming,1
Healthcare and Medical,Provides exceptional customer service,1
Healthcare and Medical,"Works with teams to identify and solve problems, make educated decisions with limited information and design with the end state in mind",1
Healthcare and Medical,USMC Veteran,1
Healthcare and Medical,"Clinical Data Management, Study File Management, Clinical Trial Management, Quality Assurance, Document Control, Recall Management, and Regulatory Affairs",1
Healthcare and Medical,Business Concepts for Life Scientists,1
Services,Income Tax,1
Technology,Security+ CE,1
Healthcare and Medical,Currently at Scripps Health,1
Healthcare and Medical,Nuance Dragon,1
Manufacturing,edX Verified Certificate for Fundamentals of Red Hat Enterprise Linux,1
Manufacturing,Management of complex military programs portfolio,1
Manufacturing,"Undergraduate in Computer Engineering, University of California, San Diego",1
Services,Quality Textile Services Inc.,1
Education and Training,Dispute Resolution,1
Education and Training,Diversity executive (American Society of Newspaper Editors),1
Healthcare and Medical,Learns quickly,1
Education and Training,"Organized events, lessons, and activities for children",1
Government and Public Policy,People focused,1
Government and Public Policy,Creating effective presentations,1
Healthcare and Medical,Requirements Gathering,1
Manufacturing,Maintaining documents and records,1
Education and Training,B.S. Criminology (History),1
Transportation and Logistics,High-value pricing and contract negotiation,1
Technology,ScrumMaster (CSM),1
Technology,SAFe Scrum Master (Certified),1
Manufacturing,Managing P&L,1
Manufacturing,15 years experience in wireless telecommunications,1
Healthcare and Medical,Professional Certified Life Coach (PCELC),1
Healthcare and Medical,Nurse of the Year at Scripps Hospital (2008),1
Healthcare and Medical,Bri Tursellino,1
Services,Prefers remote work,1
Manufacturing,Conducting independent economic research on economic sanctions during wartime,1
Education and Training,Engineering Graphics,1
Real Estate and Construction,Licensed PE,1
Real Estate and Construction,Data Base Administrator certification,1
Miscellaneous,Quality,1
Miscellaneous,Power Apps,1
Services,Business line of credit,1
